lead_id,data_criacao,segmento,categoria_produto,canal_origem,vendedor,cidade,estagio_funil,valor_proposta,data_fechamento_ou_perda,motivo_perda
2847,2025-09-17,Conta Corporativa (B2B),Alimentos e Bebidas,Marketplace,Carlos Souza,Campo Grande,Perdido,9375.99,2025-09-20,Concorrente
2848,2024-06-30,Consumidor Final (B2C),Ferramentas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,134.22,2024-07-04,Preço
2849,2024-11-09,Conta Corporativa (B2B),Moda e Vestuário,E-commerce,João Pedro,Ponta Porã,Perdido,11943.66,2024-11-28,Desistência da compra
2850,2025-04-07,Consumidor Final (B2C),Brinquedos,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Lead,237.42,,
2851,2025-08-28,Consumidor Final (B2C),Eletrônicos,Google Ads,Rafael Torres,Campo Grande,Perdido,440.1,2025-09-06,Desistência da compra
2852,2024-08-13,Consumidor Final (B2C),Moda e Vestuário,Indicação,Mariana Alves,Dourados,Venda Fechada,219.45,2024-08-16,
2853,2024-09-23,Consumidor Final (B2C),Ferramentas,E-commerce,Fernanda Lima,Três Lagoas,Venda Fechada,328.22,2024-10-08,
2854,2024-05-20,Conta Corporativa (B2B),Eletrônicos,Marketplace,Mariana Alves,Ponta Porã,Proposta Enviada,9905.58,,
2855,2024-08-02,Consumidor Final (B2C),Ferramentas,Indicação,Fernanda Lima,Dourados,Qualificado,274.43,,
2856,2024-02-22,Consumidor Final (B2C),Móveis,Marketplace,João Pedro,Três Lagoas,Lead,376.03,,
2857,2025-12-29,Conta Corporativa (B2B),Ferramentas,Loja Física,Fernanda Lima,Corumbá,Perdido,11503.88,2026-01-04,Desistência da compra
2858,2025-03-03,Consumidor Final (B2C),Beleza e Higiene,Google Ads,Rafael Torres,Corumbá,Venda Fechada,258.54,2025-04-01,
2859,2024-06-20,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Fernanda Lima,Dourados,Perdido,454.11,2024-07-02,Desistência da compra
2860,2025-03-28,Consumidor Final (B2C),Eletrônicos,Indicação,Fernanda Lima,Corumbá,Perdido,259.59,2025-03-29,Preço
2861,2025-12-29,Conta Corporativa (B2B),Moda e Vestuário,Marketplace,Rafael Torres,Campo Grande,Venda Fechada,7861.91,2025-12-31,
2862,2025-05-31,Consumidor Final (B2C),Brinquedos,Marketplace,João Pedro,Campo Grande,Perdido,188.42,2025-06-13,Fora do orçamento (B2B)
2863,2025-05-13,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,João Pedro,Campo Grande,Lead,365.77,,
2864,2025-12-27,Conta Corporativa (B2B),Beleza e Higiene,E-commerce,Rafael Torres,Dourados,Perdido,7445.88,2026-01-05,Fora do orçamento (B2B)
2865,2024-11-04,Consumidor Final (B2C),Móveis,Indicação,Fernanda Lima,Campo Grande,Perdido,273.77,2024-11-16,Sem retorno
2866,2024-01-05,Consumidor Final (B2C),Eletrônicos,Indicação,João Pedro,Ponta Porã,Perdido,284.04,2024-01-13,Sem retorno
2867,2024-01-08,Consumidor Final (B2C),Brinquedos,Marketplace,Carlos Souza,Campo Grande,Perdido,249.49,2024-01-14,Concorrente
2868,2025-01-10,Consumidor Final (B2C),Ferramentas,Indicação,Carlos Souza,Campo Grande,Perdido,240.57,2025-01-29,Prazo de entrega incompatível
2869,2025-05-21,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Mariana Alves,Dourados,Perdido,463.94,2025-06-01,Sem retorno
2870,2025-03-18,Consumidor Final (B2C),Eletrônicos,Instagram/Redes Sociais,Fernanda Lima,Campo Grande,Venda Fechada,366.12,2025-04-06,
2871,2024-07-09,Consumidor Final (B2C),Ferramentas,Marketplace,João Pedro,Campo Grande,Perdido,242.62,2024-07-14,Prazo de entrega incompatível
2872,2024-07-13,Consumidor Final (B2C),Eletrônicos,Google Ads,João Pedro,Campo Grande,Qualificado,375.33,,
2873,2024-03-20,Consumidor Final (B2C),Móveis,Loja Física,Carlos Souza,Campo Grande,Perdido,351.86,2024-04-03,Concorrente
2874,2025-12-03,Consumidor Final (B2C),Brinquedos,Vendedor Externo (B2B),Mariana Alves,Campo Grande,Perdido,101.38,2025-12-12,Desistência da compra
2875,2024-10-03,Consumidor Final (B2C),Brinquedos,Instagram/Redes Sociais,Fernanda Lima,Dourados,Qualificado,231.91,,
2876,2024-05-10,Conta Corporativa (B2B),Utilidades Domésticas,Indicação,Mariana Alves,Campo Grande,Perdido,9230.7,2024-05-29,Desistência da compra
2877,2024-01-19,Consumidor Final (B2C),Móveis,E-commerce,Rafael Torres,Campo Grande,Venda Fechada,273.73,2024-02-07,
2878,2025-07-21,Consumidor Final (B2C),Eletrônicos,Indicação,Rafael Torres,Campo Grande,Proposta Enviada,405.4,,
2879,2024-08-04,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Carlos Souza,Corumbá,Venda Fechada,396.98,2024-08-15,
2880,2025-04-22,Consumidor Final (B2C),Brinquedos,Loja Física,João Pedro,Três Lagoas,Perdido,440.04,2025-04-30,Prazo de entrega incompatível
2881,2024-12-17,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Fernanda Lima,Campo Grande,Perdido,206.29,2024-12-18,Concorrente
2882,2024-11-28,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Mariana Alves,Campo Grande,Perdido,280.87,2024-12-16,Fora do orçamento (B2B)
2883,2024-04-13,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,Carlos Souza,Dourados,Venda Fechada,293.52,2024-05-11,
2884,2024-12-11,Consumidor Final (B2C),Ferramentas,Vendedor Externo (B2B),Fernanda Lima,Campo Grande,Perdido,369.63,2024-12-26,Desistência da compra
2885,2024-11-29,Consumidor Final (B2C),Eletrônicos,Instagram/Redes Sociais,Mariana Alves,Dourados,Perdido,693.31,2024-12-16,Prazo de entrega incompatível
2886,2024-06-21,Consumidor Final (B2C),Casa e Decoração,Marketplace,Carlos Souza,Ponta Porã,Venda Fechada,245.92,2024-07-12,
2887,2024-02-28,Consumidor Final (B2C),Brinquedos,E-commerce,Rafael Torres,Campo Grande,Perdido,151.18,2024-03-12,Prazo de entrega incompatível
2888,2025-10-23,Consumidor Final (B2C),Eletrônicos,Loja Física,Rafael Torres,Campo Grande,Perdido,456.83,2025-10-26,Prazo de entrega incompatível
2889,2025-05-08,Consumidor Final (B2C),Móveis,Loja Física,Ana Ribeiro,Ponta Porã,Venda Fechada,144.79,2025-05-30,
2890,2024-06-23,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Rafael Torres,Dourados,Perdido,230.3,2024-07-04,Fora do orçamento (B2B)
2891,2025-06-17,Conta Corporativa (B2B),Móveis,Instagram/Redes Sociais,João Pedro,Campo Grande,Qualificado,4494.05,,
2892,2024-03-14,Conta Corporativa (B2B),Móveis,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Perdido,9139.75,2024-03-18,Concorrente
2893,2024-07-23,Conta Corporativa (B2B),Alimentos e Bebidas,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Perdido,8740.57,2024-07-29,Sem retorno
2894,2024-12-17,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,João Pedro,Dourados,Perdido,278.67,2024-12-20,Fora do orçamento (B2B)
2895,2025-03-09,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Carlos Souza,Ponta Porã,Venda Fechada,397.59,2025-03-16,
2896,2025-04-15,Consumidor Final (B2C),Eletrônicos,Marketplace,João Pedro,Dourados,Venda Fechada,333.42,2025-04-19,
2897,2025-06-29,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Ana Ribeiro,Três Lagoas,Perdido,257.98,2025-07-07,Preço
2898,2025-08-16,Consumidor Final (B2C),Ferramentas,E-commerce,João Pedro,Campo Grande,Perdido,263.16,2025-08-25,Desistência da compra
2899,2024-02-09,Conta Corporativa (B2B),Eletrônicos,E-commerce,Mariana Alves,Campo Grande,Perdido,7159.15,2024-02-13,Sem retorno
2900,2024-11-24,Consumidor Final (B2C),Casa e Decoração,E-commerce,Rafael Torres,Corumbá,Perdido,340.11,2024-11-25,Prazo de entrega incompatível
2901,2025-01-11,Consumidor Final (B2C),Utilidades Domésticas,Vendedor Externo (B2B),Carlos Souza,Campo Grande,Perdido,328.16,2025-01-13,Fora do orçamento (B2B)
2902,2025-11-29,Consumidor Final (B2C),Eletrônicos,E-commerce,Fernanda Lima,Três Lagoas,Perdido,142.63,2025-12-06,Prazo de entrega incompatível
2903,2025-01-07,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Rafael Torres,Campo Grande,Venda Fechada,366.71,2025-02-02,
2904,2025-05-20,Consumidor Final (B2C),Beleza e Higiene,Indicação,Fernanda Lima,Campo Grande,Perdido,320.29,2025-05-28,Preço
2905,2024-11-27,Consumidor Final (B2C),Móveis,Loja Física,João Pedro,Três Lagoas,Proposta Enviada,117.41,,
2906,2025-03-30,Consumidor Final (B2C),Moda e Vestuário,Google Ads,João Pedro,Ponta Porã,Perdido,191.31,2025-03-31,Sem retorno
2907,2025-03-23,Consumidor Final (B2C),Casa e Decoração,Indicação,Ana Ribeiro,Campo Grande,Proposta Enviada,276.3,,
2908,2025-05-24,Consumidor Final (B2C),Eletrônicos,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Perdido,331.69,2025-05-30,Sem retorno
2909,2025-11-16,Consumidor Final (B2C),Móveis,E-commerce,Mariana Alves,Corumbá,Perdido,258.69,2025-11-21,Desistência da compra
2910,2024-08-25,Consumidor Final (B2C),Moda e Vestuário,Indicação,Carlos Souza,Dourados,Qualificado,261.3,,
2911,2024-03-12,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Mariana Alves,Corumbá,Perdido,270.12,2024-03-22,Sem retorno
2912,2024-08-26,Consumidor Final (B2C),Móveis,Google Ads,Carlos Souza,Campo Grande,Perdido,350.06,2024-09-14,Fora do orçamento (B2B)
2913,2024-06-08,Consumidor Final (B2C),Alimentos e Bebidas,Indicação,Ana Ribeiro,Dourados,Venda Fechada,268.61,2024-06-11,
2914,2025-09-17,Consumidor Final (B2C),Eletrônicos,E-commerce,Ana Ribeiro,Três Lagoas,Perdido,279.5,2025-09-30,Prazo de entrega incompatível
2915,2024-02-14,Consumidor Final (B2C),Alimentos e Bebidas,Google Ads,Ana Ribeiro,Ponta Porã,Perdido,280.42,2024-03-03,Preço
2916,2025-06-09,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Fernanda Lima,Corumbá,Venda Fechada,472.13,2025-07-02,
2917,2024-05-31,Consumidor Final (B2C),Brinquedos,Loja Física,Fernanda Lima,Campo Grande,Venda Fechada,359.08,2024-06-17,
2918,2024-01-06,Consumidor Final (B2C),Alimentos e Bebidas,Instagram/Redes Sociais,Carlos Souza,Corumbá,Lead,409.65,,
2919,2025-05-21,Consumidor Final (B2C),Alimentos e Bebidas,Instagram/Redes Sociais,Fernanda Lima,Corumbá,Venda Fechada,531.92,2025-06-02,
2920,2024-03-26,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Fernanda Lima,Dourados,Perdido,267.33,2024-04-11,Fora do orçamento (B2B)
2921,2024-12-10,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Carlos Souza,Campo Grande,Proposta Enviada,369.54,,
2922,2025-08-13,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Rafael Torres,Três Lagoas,Perdido,270.61,2025-08-28,Desistência da compra
2923,2024-10-08,Consumidor Final (B2C),Móveis,Loja Física,João Pedro,Campo Grande,Perdido,347.92,2024-10-17,Prazo de entrega incompatível
2924,2024-01-07,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Fernanda Lima,Dourados,Qualificado,308.86,,
2925,2024-05-25,Consumidor Final (B2C),Eletrônicos,Indicação,Fernanda Lima,Corumbá,Perdido,446.23,2024-05-28,Desistência da compra
2926,2024-12-12,Consumidor Final (B2C),Casa e Decoração,Loja Física,João Pedro,Campo Grande,Proposta Enviada,432.46,,
2927,2024-07-23,Consumidor Final (B2C),Utilidades Domésticas,Indicação,Mariana Alves,Campo Grande,Venda Fechada,317.45,2024-08-14,
2928,2024-01-05,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Ana Ribeiro,Dourados,Venda Fechada,261.65,2024-02-03,
2929,2025-07-29,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Rafael Torres,Campo Grande,Perdido,380.38,2025-08-12,Sem retorno
2930,2025-02-18,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Venda Fechada,146.22,2025-03-12,
2931,2025-10-14,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Rafael Torres,Dourados,Venda Fechada,320.2,2025-11-10,
2932,2024-02-18,Consumidor Final (B2C),Casa e Decoração,Google Ads,João Pedro,Ponta Porã,Qualificado,316.63,,
2933,2025-08-24,Consumidor Final (B2C),Casa e Decoração,Indicação,Carlos Souza,Corumbá,Venda Fechada,467.65,2025-09-02,
2934,2025-11-12,Consumidor Final (B2C),Móveis,Google Ads,Carlos Souza,Corumbá,Perdido,339.58,2025-11-14,Desistência da compra
2935,2025-07-09,Consumidor Final (B2C),Beleza e Higiene,Indicação,Rafael Torres,Corumbá,Perdido,373.12,2025-07-25,Prazo de entrega incompatível
2936,2024-07-05,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Ana Ribeiro,Campo Grande,Perdido,452.72,2024-07-10,Desistência da compra
2937,2024-02-17,Conta Corporativa (B2B),Utilidades Domésticas,Indicação,Rafael Torres,Campo Grande,Perdido,10146.86,2024-02-29,Preço
2938,2024-02-25,Consumidor Final (B2C),Ferramentas,Indicação,Mariana Alves,Ponta Porã,Perdido,379.12,2024-03-01,Prazo de entrega incompatível
2939,2024-09-13,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,Mariana Alves,Ponta Porã,Proposta Enviada,226.7,,
2940,2024-05-16,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,387.52,2024-06-03,Desistência da compra
2941,2024-09-29,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Carlos Souza,Três Lagoas,Proposta Enviada,502.86,,
2942,2025-09-26,Conta Corporativa (B2B),Utilidades Domésticas,Loja Física,Fernanda Lima,Campo Grande,Perdido,5359.61,2025-10-03,Preço
2943,2025-08-13,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Ana Ribeiro,Corumbá,Proposta Enviada,240.74,,
2944,2025-01-09,Consumidor Final (B2C),Casa e Decoração,Marketplace,Fernanda Lima,Campo Grande,Perdido,376.19,2025-01-17,Concorrente
2945,2025-05-11,Consumidor Final (B2C),Utilidades Domésticas,Instagram/Redes Sociais,Rafael Torres,Dourados,Perdido,250.91,2025-05-18,Preço
2946,2024-04-29,Consumidor Final (B2C),Eletrônicos,Vendedor Externo (B2B),Rafael Torres,Dourados,Proposta Enviada,308.94,,
2947,2025-11-03,Consumidor Final (B2C),Ferramentas,Loja Física,João Pedro,Três Lagoas,Venda Fechada,297.94,2025-11-29,
2948,2024-12-26,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Carlos Souza,Três Lagoas,Venda Fechada,253.55,2025-01-04,
2949,2024-04-24,Consumidor Final (B2C),Eletrônicos,Loja Física,João Pedro,Dourados,Perdido,346.77,2024-05-04,Concorrente
2950,2024-04-30,Consumidor Final (B2C),Alimentos e Bebidas,Indicação,Ana Ribeiro,Campo Grande,Perdido,374.61,2024-05-05,Concorrente
2951,2025-05-13,Consumidor Final (B2C),Alimentos e Bebidas,Google Ads,Carlos Souza,Campo Grande,Perdido,372.28,2025-05-28,Concorrente
2952,2025-09-18,Conta Corporativa (B2B),Casa e Decoração,Google Ads,Mariana Alves,Três Lagoas,Qualificado,13124.73,,
2953,2025-06-17,Consumidor Final (B2C),Ferramentas,Indicação,Mariana Alves,Dourados,Perdido,262.34,2025-07-04,Prazo de entrega incompatível
2954,2025-12-13,Conta Corporativa (B2B),Brinquedos,Loja Física,Mariana Alves,Campo Grande,Venda Fechada,8964.81,2025-12-31,
2955,2025-01-29,Conta Corporativa (B2B),Alimentos e Bebidas,Marketplace,Mariana Alves,Três Lagoas,Venda Fechada,4495.67,2025-02-10,
2956,2024-01-22,Consumidor Final (B2C),Alimentos e Bebidas,Vendedor Externo (B2B),Mariana Alves,Campo Grande,Qualificado,422.4,,
2957,2025-04-26,Consumidor Final (B2C),Beleza e Higiene,Indicação,Fernanda Lima,Dourados,Venda Fechada,386.94,2025-05-21,
2958,2024-02-28,Consumidor Final (B2C),Eletrônicos,Vendedor Externo (B2B),Fernanda Lima,Três Lagoas,Perdido,256.26,2024-03-13,Concorrente
2959,2025-09-09,Consumidor Final (B2C),Brinquedos,Google Ads,Ana Ribeiro,Campo Grande,Venda Fechada,420.76,2025-09-21,
2960,2025-04-21,Consumidor Final (B2C),Casa e Decoração,Marketplace,Fernanda Lima,Corumbá,Perdido,276.96,2025-04-24,Desistência da compra
2961,2024-12-29,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Fernanda Lima,Ponta Porã,Venda Fechada,333.48,2025-01-24,
2962,2025-08-08,Conta Corporativa (B2B),Casa e Decoração,Google Ads,João Pedro,Campo Grande,Perdido,9982.36,2025-08-18,Prazo de entrega incompatível
2963,2024-07-24,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Fernanda Lima,Campo Grande,Proposta Enviada,293.54,,
2964,2025-07-23,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Carlos Souza,Campo Grande,Perdido,382.32,2025-08-01,Desistência da compra
2965,2024-10-01,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Mariana Alves,Ponta Porã,Perdido,395.88,2024-10-08,Fora do orçamento (B2B)
2966,2025-07-13,Conta Corporativa (B2B),Beleza e Higiene,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Perdido,9716.81,2025-07-21,Fora do orçamento (B2B)
2967,2024-03-21,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Carlos Souza,Campo Grande,Lead,258.42,,
2968,2024-10-23,Consumidor Final (B2C),Móveis,E-commerce,Fernanda Lima,Dourados,Perdido,234.13,2024-11-06,Sem retorno
2969,2025-04-23,Conta Corporativa (B2B),Brinquedos,Indicação,Ana Ribeiro,Campo Grande,Venda Fechada,5476.82,2025-05-22,
2970,2025-08-09,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Mariana Alves,Campo Grande,Perdido,312.96,2025-08-12,Prazo de entrega incompatível
2971,2025-09-16,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,379.31,2025-09-30,Prazo de entrega incompatível
2972,2024-06-21,Consumidor Final (B2C),Brinquedos,Loja Física,Ana Ribeiro,Campo Grande,Perdido,179.51,2024-07-08,Preço
2973,2025-03-20,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Ana Ribeiro,Corumbá,Lead,349.49,,
2974,2025-06-09,Conta Corporativa (B2B),Móveis,Loja Física,Mariana Alves,Dourados,Qualificado,8626.23,,
2975,2024-05-07,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Ana Ribeiro,Campo Grande,Venda Fechada,310.77,2024-06-02,
2976,2024-09-26,Consumidor Final (B2C),Brinquedos,Instagram/Redes Sociais,Carlos Souza,Campo Grande,Lead,429.87,,
2977,2024-03-29,Consumidor Final (B2C),Móveis,E-commerce,Carlos Souza,Três Lagoas,Venda Fechada,278.73,2024-04-11,
2978,2024-04-27,Consumidor Final (B2C),Móveis,Loja Física,Fernanda Lima,Dourados,Venda Fechada,383.56,2024-05-07,
2979,2024-09-06,Consumidor Final (B2C),Moda e Vestuário,Vendedor Externo (B2B),Rafael Torres,Ponta Porã,Venda Fechada,464.62,2024-09-24,
2980,2025-03-15,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Qualificado,270.92,,
2981,2024-05-28,Consumidor Final (B2C),Eletrônicos,Google Ads,Ana Ribeiro,Três Lagoas,Perdido,252.9,2024-06-07,Fora do orçamento (B2B)
2982,2025-07-02,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Rafael Torres,Ponta Porã,Venda Fechada,313.53,2025-07-22,
2983,2025-02-26,Consumidor Final (B2C),Móveis,E-commerce,João Pedro,Dourados,Perdido,583.73,2025-03-02,Fora do orçamento (B2B)
2984,2025-12-21,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,João Pedro,Ponta Porã,Proposta Enviada,486.12,,
2985,2024-08-28,Consumidor Final (B2C),Papelaria e Escritório,Indicação,João Pedro,Corumbá,Venda Fechada,431.74,2024-09-01,
2986,2025-11-11,Consumidor Final (B2C),Eletrônicos,Loja Física,Ana Ribeiro,Campo Grande,Perdido,227.0,2025-11-27,Preço
2987,2024-06-15,Consumidor Final (B2C),Ferramentas,Google Ads,João Pedro,Ponta Porã,Perdido,320.68,2024-06-18,Concorrente
2988,2025-03-15,Conta Corporativa (B2B),Utilidades Domésticas,Marketplace,Carlos Souza,Campo Grande,Venda Fechada,7979.89,2025-04-06,
2989,2025-08-29,Consumidor Final (B2C),Móveis,E-commerce,Rafael Torres,Campo Grande,Venda Fechada,225.04,2025-09-14,
2990,2024-08-22,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Mariana Alves,Ponta Porã,Perdido,282.69,2024-08-29,Sem retorno
2991,2024-07-08,Consumidor Final (B2C),Ferramentas,Google Ads,Carlos Souza,Campo Grande,Venda Fechada,366.95,2024-07-21,
2992,2025-11-09,Consumidor Final (B2C),Eletrônicos,Indicação,Ana Ribeiro,Três Lagoas,Perdido,459.66,2025-11-28,Concorrente
2993,2024-09-27,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,João Pedro,Dourados,Perdido,95.87,2024-10-04,Preço
2994,2024-12-02,Consumidor Final (B2C),Casa e Decoração,Instagram/Redes Sociais,João Pedro,Campo Grande,Perdido,260.02,2024-12-07,Fora do orçamento (B2B)
2995,2025-08-25,Consumidor Final (B2C),Ferramentas,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,301.09,2025-09-02,
2996,2025-08-13,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Ana Ribeiro,Três Lagoas,Proposta Enviada,261.54,,
2997,2024-03-13,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,João Pedro,Campo Grande,Perdido,570.73,2024-03-22,Concorrente
2998,2024-10-17,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Carlos Souza,Três Lagoas,Perdido,408.36,2024-10-24,Concorrente
2999,2024-07-29,Consumidor Final (B2C),Ferramentas,E-commerce,Carlos Souza,Campo Grande,Venda Fechada,394.89,2024-08-18,
3000,2025-06-06,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Fernanda Lima,Ponta Porã,Perdido,369.23,2025-06-17,Fora do orçamento (B2B)
3001,2025-09-24,Consumidor Final (B2C),Brinquedos,Loja Física,João Pedro,Ponta Porã,Perdido,327.47,2025-10-12,Sem retorno
3002,2025-05-18,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Rafael Torres,Dourados,Perdido,357.99,2025-05-26,Prazo de entrega incompatível
